               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.054383,            0.067438,            0.023439,             0.61556,             0.49718,             0.56946,             0.30007,            0.050601,            0.041251,            0.014911,              0.0007,              0.0007,              0.0937
                   1,            0.050504,            0.074591,            0.021612,             0.70929,             0.50721,              0.6218,             0.35982,            0.047265,            0.039991,            0.013345,           0.0014865,           0.0014865,            0.086487
